1983	0.953254	Pb2	Jul.24	486.5	-0.078375	0.948887	0.00664065	0.00128056	0.00661827	0.00128465	0.00660687	0.0012846
1996	0.953254	Pb2	Jul.24	481.5	-0.071575	0.949263	0.00664939	0.00128134	0.00662382	0.00128453	0.00660722	0.00128529
2052	0.953374	Pb10	Jul.31	484.5	-0.071575	0.949263	0.00665873	0.00127729	0.00663081	0.00128165	0.00661204	0.00128303
2199	0.953774	Pb7	Aug.29	483.5	-0.070725	0.949263	0.0066275	0.00129409	0.00661458	0.00129433	0.006602	0.00129283
2291	0.953374	Pb7	Sep.3	481.5	-0.070725	0.949187	0.00663254	0.00128331	0.00661102	0.00128704	0.00659634	0.00128568
2292	0.953374	Pb8	Sep.3	483.5	-0.070725	0.949263	0.0066371	0.00128571	0.00661569	0.00128941	0.0065991	0.0012876
2293	0.953374	Pb9	Sep.3	483.5	-0.070725	0.949263	0.00663939	0.00128792	0.00662024	0.00129373	0.0066009	0.00129168
2294	0.953374	Pb10	Sep.3	483.5	-0.070725	0.949263	0.00663807	0.00128627	0.00661456	0.00128899	0.00659792	0.00128893
