1983	486.5	0.946812	0.949439
1996	481.5	0.947217	0.949415
2052	484.5	0.947353	0.949409
2199	483.5	0.947758	0.950069
2291	481.5	0.947353	0.949621
2292	483.5	0.947353	0.949433
2293	483.5	0.947398	0.949438
2294	483.5	0.947353	0.949541
2316	477.5	0.947217	0.949703
2317	480.5	0.947307	0.949701
2322	481.5	0.947398	0.949618
