1996	481.5	0.947217	0.949415	4.73015	0.446354	0.564731	0.076995	0.552113	0.0732588	0.00619608	0.00119886	0.021874	0.00387534	0.0021972	0.505187
2052	484.5	0.947353	0.949409	4.73027	0.444271	0.564896	0.076474	0.552276	0.0727539	0.00619612	0.00119323	0.0218761	0.00385951	0.00205649	0.520789
2199	483.5	0.947758	0.950069	4.74226	0.464219	0.565778	0.0829432	0.553047	0.0790887	0.00623694	0.00124972	0.0220022	0.0040107	0.00231166	0.499335
2291	481.5	0.947353	0.949621	4.74283	0.461181	0.56443	0.0862963	0.551745	0.0824937	0.00623405	0.00124126	0.0219836	0.00397545	0.00226844	0.498047
2292	483.5	0.947353	0.949433	4.74256	0.460593	0.564392	0.0862754	0.551709	0.0824751	0.00623279	0.00123749	0.0219796	0.00397967	0.00208082	0.5
2293	483.5	0.947398	0.949438	4.74385	0.461739	0.5642	0.0872446	0.551517	0.0834331	0.0062358	0.00124082	0.0219862	0.00398988	0.00204061	0.519608
2294	483.5	0.947353	0.949541	4.742	0.460085	0.563865	0.0874824	0.551198	0.0836863	0.00623069	0.0012364	0.0219738	0.00397365	0.0021888	0.509783
2317	480.5	0.947307	0.949701	4.73648	0.462725	0.565033	0.0809841	0.552359	0.0771289	0.00621848	0.00124469	0.0219346	0.00400358	0.00239344	0.505076
2322	481.5	0.947398	0.949618	4.73397	0.462077	0.564635	0.0805523	0.551988	0.0767093	0.00621093	0.00124285	0.0219061	0.00400311	0.00222078	0.518375
