0.00106773	0.0205876	-0.00291505	0.00809673
0.00119672	0.0209745	0.00329438	0.00931673
0.000983673	0.0206785	-0.00293341	0.00807959
0.00112928	0.0209516	0.00336118	0.00937685
0.00255004	0.0203215	-0.00291648	0.00811885
0.0021461	0.0210076	0.00287826	0.00861322
0.00192616	0.0207854	-0.00302872	0.00800335
0.00136809	0.0208848	0.00293695	0.00890097
0.00186603	0.0208015	-0.00302238	0.00802096
0.00144784	0.020941	0.00298522	0.00884624
0.0019975	0.0208144	-0.00299629	0.00807815
0.00144347	0.020968	0.00306784	0.00893678
0.00186411	0.0206571	-0.00298317	0.00806048
0.0013857	0.0208663	0.00305032	0.00891017
0.0012724	0.0208572	-0.0032773	0.00804528
0.00108473	0.0209919	0.00318261	0.00904553
0.00123237	0.0208134	-0.00313349	0.00809651
0.00141122	0.0209942	0.00309258	0.00909786
0.00143631	0.0205438	-0.00291511	0.0080431
0.00125857	0.0207738	0.00330254	0.0093299
0.00105164	0.0205578	-0.002909	0.00804142
0.000996676	0.0207542	0.00329679	0.00929205
0.000967824	0.0206487	-0.00292663	0.00802344
0.00093091	0.0207279	0.00336203	0.00935343
0.00252082	0.0202751	-0.00289487	0.00806304
0.00215349	0.0209394	0.00287951	0.00858868
0.00188599	0.0207206	-0.00300131	0.00793776
0.00138816	0.0207951	0.00293508	0.00887007
0.00183577	0.0207425	-0.0030024	0.00795356
0.00145889	0.0208445	0.00298409	0.00881893
0.00196483	0.0207578	-0.00298321	0.0080096
0.00146185	0.0208769	0.00306828	0.00890588
0.00183225	0.020614	-0.00296633	0.00799388
0.00139721	0.0207863	0.00304746	0.00886805
0.00143631	0.0205438	-0.00291511	0.0080431
0.00125857	0.0207738	0.00330254	0.0093299
0.00105164	0.0205578	-0.002909	0.00804142
0.000967824	0.0206487	-0.00292663	0.00802344
0.00252082	0.0202751	-0.00289487	0.00806304
0.00143631	0.0205438	-0.00291511	0.0080431
0.00125857	0.0207738	0.00330254	0.0093299
0.00105164	0.0205578	-0.002909	0.00804142
0.000967824	0.0206487	-0.00292663	0.00802344
0.00252082	0.0202751	-0.00289487	0.00806304
0.00143631	0.0205438	-0.00291511	0.0080431
0.00125857	0.0207738	0.00330254	0.0093299
0.00105164	0.0205578	-0.002909	0.00804142
0.000996676	0.0207542	0.00329679	0.00929205
0.000967824	0.0206487	-0.00292663	0.00802344
0.00093091	0.0207279	0.00336203	0.00935343
0.00252082	0.0202751	-0.00289487	0.00806304
0.00215349	0.0209394	0.00287951	0.00858868
0.00188599	0.0207206	-0.00300131	0.00793776
0.00138816	0.0207951	0.00293508	0.00887007
0.00183577	0.0207425	-0.0030024	0.00795356
0.00145889	0.0208445	0.00298409	0.00881893
0.00196483	0.0207578	-0.00298321	0.0080096
0.00146185	0.0208769	0.00306828	0.00890588
0.00183225	0.020614	-0.00296633	0.00799388
0.00139721	0.0207863	0.00304746	0.00886805
0.00143631	0.0205438	-0.00291511	0.0080431
0	0	0	0
0.000798945	0.0213029	-0.000918218	0.00837582
0.000986993	0.0206563	-0.00292738	0.00837582
0.000984345	0.020673	-0.00293182	0.00837991
0.000984345	0.020673	-0.00293182	0.00837991
