Jul.24	Pb2	1983	4.7991	0.000568254	21108	4.82981	0.000340636
Jul.24	Pb2	1996	4.80235	0.00064108	21121	4.82575	0.000527013
Jul.31	Pb10	2052	4.80427	0.00060425	21185	4.82523	0.000320206
Aug.29	Pb7	2199	4.79268	0.00123306	21344	4.82094	0.00132235
Sep.3	Pb7	2291	4.79351	0.00152523	21412	4.82205	0.00195893
Sep.3	Pb8	2292	4.7944	0.00175992	21413	4.82154	0.00223249
Sep.3	Pb9	2293	4.79588	0.00153249	21414	4.8209	0.00190949
Sep.3	Pb10	2294	4.7954	0.00174982	21415	4.82185	0.00228085
