-0.076	-0.008	4.8146	0.575419	0.562203	0.00640418	0.0225219
-0.076	-0.01	4.80076	0.573243	0.560142	0.00636847	0.0224003
-0.076	-0.012	4.79582	0.572425	0.559367	0.00635573	0.0223563
-0.076	-0.014	4.79467	0.572239	0.559191	0.0063528	0.0223455
-0.076	-0.016	4.79463	0.572229	0.559181	0.00635275	0.0223451
-0.076	-0.018	4.79477	0.57223	0.559181	0.00635306	0.0223459
-0.076	-0.02	4.79499	0.572245	0.559195	0.00635368	0.0223474
-0.076	-0.022	4.79522	0.572261	0.55921	0.00635433	0.0223491
-0.076	-0.024	4.79539	0.572273	0.559221	0.00635479	0.0223504
-0.076	-0.026	4.79562	0.5723	0.559245	0.00635541	0.0223522
-0.076	-0.028	4.79577	0.572295	0.55924	0.00635582	0.0223525
-0.076	-0.03	4.796	0.572304	0.559249	0.00635629	0.0223533
