-0.076	-0.008	4.81765	0.576878	0.563606	0.00641444	0.0225547
-0.076	-0.01	4.80217	0.574424	0.561282	0.00637434	0.0224186
-0.076	-0.012	4.79581	0.573404	0.560315	0.00635793	0.0223626
-0.076	-0.014	4.79416	0.573136	0.560061	0.00635367	0.0223478
-0.076	-0.016	4.79399	0.573086	0.560013	0.00635324	0.0223462
-0.076	-0.018	4.79406	0.57309	0.560017	0.00635344	0.0223465
-0.076	-0.02	4.79419	0.5731	0.560026	0.00635381	0.0223474
-0.076	-0.022	4.79432	0.573102	0.560028	0.00635416	0.0223483
-0.076	-0.024	4.79444	0.573106	0.560031	0.00635446	0.022349
-0.076	-0.026	4.7946	0.573117	0.560041	0.0063549	0.0223501
-0.076	-0.028	4.79469	0.573109	0.560033	0.00635513	0.0223505
-0.076	-0.03	4.79479	0.573112	0.560036	0.0063554	0.022351
