-0.076	0.01	4.7388	0.560898	0.548339	0.00621976	0.0218152
-0.076	0.012	4.75394	0.563505	0.550813	0.00625885	0.0219513
-0.076	0.014	4.76489	0.565418	0.55263	0.00628675	0.0220502
-0.076	0.016	4.77129	0.566555	0.553712	0.00630279	0.0221089
-0.076	0.018	4.77451	0.567182	0.554311	0.00631059	0.0221389
-0.076	0.02	4.77527	0.567366	0.554488	0.00631201	0.0221465
-0.076	0.022	4.77502	0.567371	0.554497	0.00631091	0.0221445
-0.076	0.024	4.7744	0.567294	0.554426	0.00630888	0.0221394
-0.076	0.026	4.77379	0.567185	0.554323	0.00630706	0.0221342
-0.076	0.028	4.77326	0.567064	0.554209	0.00630549	0.0221293
-0.076	0.03	4.77304	0.567002	0.55415	0.00630483	0.0221272
-0.076	0.032	4.77291	0.566939	0.554088	0.00630447	0.0221261
-0.076	0.034	4.7729	0.566891	0.554042	0.00630446	0.0221259
-0.076	0.036	4.77292	0.566869	0.554021	0.00630447	0.0221251
-0.076	0.038	4.77298	0.566807	0.55396	0.00630455	0.0221249
-0.076	0.04	4.77296	0.566758	0.553912	0.00630452	0.0221244
