-0.076	0.01	4.73947	0.560069	0.547529	0.00622058	0.0218155
-0.076	0.012	4.75409	0.562652	0.549982	0.00625846	0.0219469
-0.076	0.014	4.76419	0.564466	0.551707	0.00628417	0.0220388
-0.076	0.016	4.77089	0.565709	0.552891	0.00630088	0.0220995
-0.076	0.018	4.77409	0.566335	0.553488	0.00630862	0.0221294
-0.076	0.02	4.77479	0.566535	0.553682	0.0063099	0.0221363
-0.076	0.022	4.77443	0.566532	0.553684	0.00630838	0.0221332
-0.076	0.024	4.77391	0.566474	0.553631	0.00630664	0.022129
-0.076	0.026	4.77323	0.566397	0.55356	0.0063046	0.0221231
-0.076	0.028	4.77278	0.566299	0.553468	0.00630328	0.0221191
-0.076	0.03	4.77262	0.56624	0.55341	0.00630277	0.0221176
-0.076	0.032	4.77255	0.566168	0.55334	0.00630262	0.0221169
-0.076	0.034	4.77253	0.566116	0.55329	0.00630254	0.0221164
-0.076	0.036	4.77256	0.566093	0.553268	0.00630257	0.0221163
-0.076	0.038	4.77248	0.56605	0.553225	0.00630238	0.0221153
-0.076	0.04	4.77255	0.56603	0.553207	0.00630253	0.0221146
