-1	0	4.85229	4.80101	98.9432	0.00656385	0.00642441	97.8756	0.587952	0.580183	98.6785	0.460128	0.449562	97.7038	0.00127656	0.00123706	96.9058	0.0673793	0.0668953	99.2818
-1	0.001	4.85229	4.78476	98.6083	0.00656385	0.0063822	97.2326	0.587952	0.577547	98.2302	0.460128	0.452795	98.4064	0.00127656	0.00124274	97.3509	0.0673793	0.0676763	100.441
-1	0.002	4.85229	4.77084	98.3215	0.00656385	0.00634631	96.6858	0.587952	0.575272	97.8434	0.460128	0.456054	99.1146	0.00127656	0.00124871	97.8188	0.0673793	0.0684357	101.568
-1	-0.001	4.85229	4.819	99.314	0.00656385	0.00647129	98.5899	0.587952	0.583089	99.1729	0.460128	0.445891	96.9058	0.00127656	0.00123046	96.3887	0.0673793	0.0660182	97.98
-1	-0.002	4.85229	4.83645	99.6737	0.00656385	0.00651694	99.2853	0.587952	0.585895	99.6502	0.460128	0.442317	96.1291	0.00127656	0.00122398	95.8811	0.0673793	0.0651645	96.7131
-2	0	4.85229	4.82178	99.3713	0.00656385	0.00648193	98.7519	0.587952	0.583184	99.1889	0.460128	0.458725	99.6951	0.00127656	0.00126903	99.41	0.0673793	0.06756	100.268
-2	0.001	4.85229	4.80348	98.994	0.00656385	0.00643412	98.0235	0.587952	0.580237	98.6877	0.460128	0.462075	100.423	0.00127656	0.0012747	99.8543	0.0673793	0.0683959	101.509
-2	0.002	4.85229	4.78689	98.6522	0.00656385	0.00639079	97.3635	0.587952	0.577573	98.2347	0.460128	0.464423	100.933	0.00127656	0.00127773	100.092	0.0673793	0.0690708	102.51
-2	-0.001	4.85229	4.83988	99.7443	0.00656385	0.00652933	99.4741	0.587952	0.586087	99.6828	0.460128	0.45521	98.9311	0.00127656	0.00126284	98.9251	0.0673793	0.0667007	98.993
-2	-0.002	4.85229	4.85827	100.123	0.00656385	0.00657767	100.211	0.587952	0.589024	100.182	0.460128	0.451577	98.1417	0.00127656	0.00125634	98.416	0.0673793	0.0658169	97.6812
0	0	4.85229	4.77787	98.4663	0.00656385	0.00636249	96.9323	0.587952	0.576615	98.0717	0.460128	0.446667	97.0745	0.00127656	0.00122326	95.8253	0.0673793	0.0670653	99.5341
0	0.001	4.85229	4.76452	98.1911	0.00656385	0.00632799	96.4067	0.587952	0.574435	97.701	0.460128	0.449411	97.671	0.00127656	0.00122811	96.2053	0.0673793	0.0677202	100.506
0	0.002	4.85229	4.75535	98.0023	0.00656385	0.00630451	96.0489	0.587952	0.572925	97.4441	0.460128	0.451853	98.2016	0.00127656	0.00123271	96.5654	0.0673793	0.0682746	101.329
0	-0.001	4.85229	4.79432	98.8053	0.00656385	0.00640519	97.5828	0.587952	0.579288	98.5263	0.460128	0.44347	96.3798	0.00127656	0.00121765	95.3856	0.0673793	0.0662935	98.3886
0	-0.002	4.85229	4.81082	99.1454	0.00656385	0.00644819	98.2379	0.587952	0.581955	98.98	0.460128	0.44033	95.6973	0.00127656	0.00121211	94.9517	0.0673793	0.0655341	97.2615
1	0	4.85229	4.76885	98.2805	0.00656385	0.00633837	96.5648	0.587952	0.575265	97.8422	0.460128	0.44504	96.7209	0.00127656	0.00121383	95.0864	0.0673793	0.0673117	99.8997
1	0.001	4.85229	4.75794	98.0556	0.00656385	0.00631042	96.139	0.587952	0.573463	97.5356	0.460128	0.448135	97.3935	0.00127656	0.00121985	95.5576	0.0673793	0.067998	100.918
1	0.002	4.85229	4.75149	97.9228	0.00656385	0.00629408	95.8901	0.587952	0.572387	97.3526	0.460128	0.450513	97.9103	0.00127656	0.00122464	95.9332	0.0673793	0.0685069	101.674
1	-0.001	4.85229	4.78345	98.5814	0.00656385	0.00637603	97.1385	0.587952	0.577657	98.249	0.460128	0.441526	95.9573	0.00127656	0.0012072	94.5673	0.0673793	0.0665105	98.7107
1	-0.002	4.85229	4.80027	98.9279	0.00656385	0.00641963	97.8028	0.587952	0.580392	98.7142	0.460128	0.437855	95.1595	0.00127656	0.0012004	94.0343	0.0673793	0.06566	97.4485
2	0	4.85229	4.75235	97.9405	0.00656385	0.00629394	95.8879	0.587952	0.572771	97.4179	0.460128	0.440646	95.7661	0.00127656	0.00119611	93.698	0.0673793	0.0672133	99.7536
2	0.001	4.85229	4.74514	97.7919	0.00656385	0.00627564	95.6092	0.587952	0.571566	97.213	0.460128	0.443209	96.3231	0.00127656	0.00120128	94.1032	0.0673793	0.0677615	100.567
2	0.002	4.85229	4.73977	97.6811	0.00656385	0.00626212	95.4031	0.587952	0.570663	97.0595	0.460128	0.445428	96.8052	0.00127656	0.0012058	94.4576	0.0673793	0.0682279	101.259
2	-0.001	4.85229	4.76386	98.1777	0.00656385	0.00632341	96.3369	0.587952	0.574673	97.7414	0.460128	0.437443	95.07	0.00127656	0.00118988	93.2102	0.0673793	0.0665052	98.7028
2	-0.002	4.85229	4.77862	98.4819	0.00656385	0.00636143	96.9162	0.587952	0.577094	98.1532	0.460128	0.433859	94.291	0.00127656	0.00118304	92.674	0.0673793	0.065699	97.5062
-1	0	0	4.71932	inf	0	0.00615687	inf	0	0.572661	inf	0	0	-nan	0	8.23181e-11	inf	0	0	-nan
-1	0.001	0	4.71932	inf	0	0.00615687	inf	0	0.572661	inf	0	0	-nan	0	8.23181e-11	inf	0	0	-nan
-1	0	0	4.71932	inf	0	0.00615687	inf	0	0.572661	inf	0	0	-nan	0	8.23181e-11	inf	0	0	-nan
